행성인간,"내가 어떤 존재들의 행성이라면? 조석 작가가 그리는 신개념 스릴러 ,   스토리, 스릴러  15세 이용가"
오로지 너를 이기고 싶어,"태어나서 단 한번도 패배해본 적 없는 남주 '이기고' 그런 이기고를 처음으로 패배하게 만든 여주 '오로지' 과연 이 '내기'의 승자는 누가 될 것인가? ,   에피소드, 로맨스  전체연령가"
합격시켜주세용,"천년째 용이 되려는 수험생 바리와 전설의 과외선생 찬영이의 낙동강 용 합격 수기 ,   스토리, 판타지  전체연령가"
마법스크롤 상인 지오,"마법사인 듯, 마법사 아닌 마법사 같은 너! 오지오! ,   스토리, 판타지  12세 이용가"
구름이 피워낸 꽃,"이름뿐인 왕녀에서 진정한 왕녀로! 아름다운 연꽃 아래 가려진 궁중 로맨스 ,   스토리, 로맨스  전체연령가"
내일,"다 되는데 취업만은 안되는 취준생 최준웅(27세,남) 우연한 사고로 저승독점기업 주마등의 저승차사들을 만나게되고   특별 위기관리팀의 계약직 막내로 일하며 위기에 처한 사람들을 돕게 되는데. ,   옴니버스, 드라마  전체연령가"
인어를 위한 수영교실,"헤엄에 서툰 인어를 위한 수영 교실!  초아는 수영을 배워 그리워하던 바다로 다시 돌아갈 수 있을까? ,   스토리, 로맨스  전체연령가"
다이스(DICE),"모든 걸 바꾸는 정육면체 -  다이스 .  다이스(DICE)를 둘러싼 소년소녀들의 판타지 게임! ,   스토리, 판타지  15세 이용가"
강남도깨비,"전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다. 지상 최대 공모전 최우수상 수상작!! ,   스토리, 판타지  15세 이용가"
학교정벌,"학교는 공부하는 곳이 아니다 대규모 전쟁 속 밑바닥들의 반란! ,   스토리, 판타지  전체연령가"
가비지타임,"열혈따윈 개나 줘. 낙오자들 뿐인 농구부의 운명은? ,   스토리, 스포츠  전체연령가"
아르세니아의 마법사,"평범한 고등학생에서 벗어나 레드 드래곤 레이어드에 의해 아르세니아 대륙으로 소환된 이결. 집으로 가기 위해서는 마법사가 되어서 드래곤 하트 조각을 모아야만 한다! 마법사가 되어버린 고등학생 이결은 새로운 동료들과 함께 아르세니아 대륙 모험을 시작한다! ,   스토리, 판타지  12세 이용가"
별이삼샵,"발신자 제한번호로  그녀에게 마음을 전했던 이야기 ,   스토리, 드라마  15세 이용가"
데이즈,"대한민국 최고 재벌가의 첫째 아들이자 집안의 망나니 ‘한지한’은 오늘도 거하게 취했다. 오랜만에 아버지의 부름을 받고 집으로 갔지만 그 곳에는 아버지와 동생의 시체, 홀로 살아 있는 막내 ‘한지훈’만이 있었다. 어제까지 어리광 부리던 막내가 수많은 경찰들 앞에서 손가락을 들어 ‘한지한’을 범인으로 지목하는데?! ,   스토리, 스릴러  전체연령가"
평행도시,"날 찾으러 온 또 다른 나..? 극악무도한 도플갱어와의 대결! ,   스토리, 판타지  15세 이용가"
라일락 200%,"대세 아이돌 진분홍과 아이돌 덕후 연하늘의 영혼 체인지! ,   스토리, 로맨스  전체연령가"
잉여특공대,"뽀짝이 특공대원들의 슈퍼히어로맨스! ,   스토리, 판타지  12세 이용가"
괴물신부,"어느날 해나에게 찾아와 신랑으로 삼아달라는 꽃미남들. 그들에게는 엄청난 비밀이 있었다!? ,   스토리, 판타지  12세 이용가"
웅이는 배고파,"배고픈 웅이의 먹부림 이야기 ,   에피소드, 일상  12세 이용가"
인싸라이프,"내 옷이 맘에 들어? 비밀 계정에서 라이크로 샀어! 원하는 것은 무엇이든 이루어주는 비밀 계정이 생겼다 ,   스토리, 드라마  12세 이용가"
신이 담긴 아이,"이승과 저승 사이, 신의 피가 흐르는 아이들을 위한 무당학교에 '예언의 아이'가 나타났다. ,   스토리, 판타지  12세 이용가"
무주의 맹시,"삼신할미의 저주를 풀기 위해 산신이 되는 세아의 파란만장 고교 생활! ,   스토리, 로맨스  전체연령가"
소녀 해미,"""난 당신을 지옥으로 보낼거야"" 복수를 위해 신분세탁을 한 천재소녀 이야기 ,   스토리, 스릴러  15세 이용가"
여름은 뜨겁다,"'어둠을 삼키는 흑룡’ 이라 불리는 동대정고 최강자  ‘신서용’. 그의 앞에 둘도 없는 친구  ‘피를 뿌리는 적룡, 한대용＇의 여동생 ‘한여름’이 나타난다.  예측불허 여름과 얽히며 벌어지는 학원 코믹 성장물 ,   스토리, 드라마  전체연령가"
꽃 피는 날,"등교 버스에서 시작된 삼각관계 로맨스! 나라에게도 꽃 피는 날이 올까? 2017 &lt;청춘로맨스 대전&gt; 우수상 수상작 ,   스토리, 로맨스  전체연령가"
오늘도 사랑하세요,"우리 주변에 진짜 큐피드가 있다면 믿으시겠어요? 큐피드의 사랑만들기 대작전 시작합니다. ,   스토리, 로맨스  전체연령가"
죽여주는 탐정님,"타인의 거짓말을 꿰뚫어보는 고교생 백아.  거짓으로 사건을 만들어내는 탐정을 만나고,  세상에 그의 진실을 밝혀내야 한다. ,   스토리, 스릴러  12세 이용가"
만찢남녀,"10년도 더 된 순정만화의 주인공이 자신과 이름도, 얼굴도 똑같다는 이야기를 듣게된 한선녀. 우연히 그 만화책을 얻게 된 선녀는 호기심에 만화책을 읽다가 잠이 들고, 눈을 떠보니 옆에 누워 있는 사람은 만화 속 남자 주인공 천남욱.  남욱이 만화를 찢고 나온 그 순간부터, 순탄하게 흘러가던 선녀의 학교 생활이 꼬이기 시작한다. ,   스토리, 로맨스  전체연령가"
그녀의 버킷리스트,"미련없는 죽음을 위한 그녀의 완벽한 버킷리스트 ,   스토리, 드라마  12세 이용가"
Here U Are,"학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환 성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연? 입학식에서 만나 특별한 사이(?)가 될 두 사람의 이야기 ,   스토리, 로맨스  12세 이용가"
위험한 신입사원,"신입사원만 기다려온 입사 3년 차 그녀 정유림 그런데 왜 하필 회장님의 친손자가 신입 막내라니?! 신입사원 연하남과 위험천만 비밀 연애가 시작된다. ,   스토리, 로맨스  전체연령가"
불발소년,"킬러소년 민준, 소녀를 만나고 삶이 달라지다 ,   에피소드, 드라마  전체연령가"
선녀야 야옹해봐!,"사랑 인연을 이어주기 위해 지상에 온 선녀 초미. 톱스타 강수에게 냥줍을 당하다..!! ,   스토리, 로맨스  전체연령가"
8월의 눈보라,"교복모델이었던 보라는 암흑 고3 시절을 거치며 이전의 모습은 온데간데 없다. 설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다. ""가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아."" ,   스토리, 로맨스  전체연령가"
마도,"""그 얼굴, 안 쓸 거면 나줘!"" 위험한 변신이 시작된다. ,   스토리, 판타지  15세 이용가"
